""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"DNPEP"	0.00103391638171099	0.39215834465769	0.292	0.163	1	"4"	"DNPEP"
"ZMAT2"	0.00105870160671491	0.320651084869811	0.542	0.369	1	"4"	"ZMAT2"
"ATOX11"	0.00107295533413212	0.277780960044597	0.531	0.348	1	"4"	"ATOX1"
"SNORD47"	0.001073618011118	0.308788217837599	0.385	0.242	1	"4"	"SNORD47"
"NASP"	0.0010848741544124	0.465497695499866	0.562	0.413	1	"4"	"NASP"
"EDARADD"	0.00110147131899978	0.791713004354681	0.594	0.521	1	"4"	"EDARADD"
"ADAT21"	0.00111778474125378	0.272651483062197	0.417	0.261	1	"4"	"ADAT2"
"SF3B6"	0.00112438670130978	0.27608097840374	0.74	0.555	1	"4"	"SF3B6"
"CX3CR1"	0.00114129201556016	0.7808695367181	0.167	0.075	1	"4"	"CX3CR1"
"PRELID1"	0.00115600375435193	0.356395974838902	0.677	0.516	1	"4"	"PRELID1"
"SEC14L11"	0.00115830035822602	0.338192326656881	0.49	0.319	1	"4"	"SEC14L1"
"NME1-NME2"	0.00116982841459745	0.907434332045567	0.438	0.316	1	"4"	"NME1-NME2"
"COX5A1"	0.00118136961073923	0.346915518100341	0.833	0.716	1	"4"	"COX5A"
"YRDC"	0.00118390746447304	0.559973422633576	0.115	0.043	1	"4"	"YRDC"
"GNL3"	0.00118453371520253	0.589434850034277	0.406	0.275	1	"4"	"GNL3"
"EXOSC3"	0.0011985411128689	0.396098809036926	0.271	0.147	1	"4"	"EXOSC3"
"CPM"	0.0012046160352914	0.501765417041283	0.167	0.075	1	"4"	"CPM"
"NRBP1"	0.00120995368278621	0.31224997053439	0.656	0.52	1	"4"	"NRBP1"
"MAZ"	0.0012154159977829	0.328432283499617	0.396	0.241	1	"4"	"MAZ"
"CCT41"	0.00122182005853231	0.329433526024707	0.698	0.543	1	"4"	"CCT4"
"PITPNB"	0.00122440294582169	0.31787535659689	0.438	0.279	1	"4"	"PITPNB"
"DPH6"	0.00122654666429725	0.305539930375158	0.198	0.093	1	"4"	"DPH6"
"MRPL21"	0.00124604387515659	0.377750631685108	0.417	0.261	1	"4"	"MRPL21"
"NOL7"	0.00125339014126895	0.308329507551125	0.656	0.491	1	"4"	"NOL7"
"PNP1"	0.00126258687519444	0.250782178483185	0.354	0.207	1	"4"	"PNP"
"ICAM11"	0.00126293212386309	0.638754147993494	0.312	0.193	1	"4"	"ICAM1"
"RPA3"	0.00126653201670669	0.431778705515187	0.625	0.455	1	"4"	"RPA3"
"ATN11"	0.00126888666350009	0.411145605782735	0.51	0.366	1	"4"	"ATN1"
"TATDN2"	0.00127573340502832	0.494918016409644	0.198	0.097	1	"4"	"TATDN2"
"POLR3H"	0.00128779819463541	0.307845546121801	0.406	0.253	1	"4"	"POLR3H"
"GTF3C6"	0.00129084769846749	0.359547260345291	0.656	0.503	1	"4"	"GTF3C6"
"PEPD"	0.00129136851474169	0.258939877961857	0.458	0.29	1	"4"	"PEPD"
"TMPO"	0.00129707592623153	0.488483111730216	0.552	0.407	1	"4"	"TMPO"
"PSMC3"	0.00131123490016007	0.379950575444493	0.615	0.447	1	"4"	"PSMC3"
"TIMM21"	0.00133251287772922	0.347645410789811	0.146	0.061	1	"4"	"TIMM21"
"CHMP2A"	0.00133642210096935	0.363525630903448	0.708	0.554	1	"4"	"CHMP2A"
"XPNPEP1"	0.00133840235886045	0.359659784537316	0.333	0.197	1	"4"	"XPNPEP1"
"IL2RA"	0.00134988146749791	0.49441330198621	0.708	0.542	1	"4"	"IL2RA"
"IFRD2"	0.00135263498920484	0.556990068888709	0.281	0.161	1	"4"	"IFRD2"
"CD41"	0.00135533420592266	0.390048204050338	0.844	0.721	1	"4"	"CD4"
"ABHD6"	0.00136184184046919	0.382951086856686	0.125	0.049	1	"4"	"ABHD6"
"EBNA1BP2"	0.00138460580555452	0.542120094571708	0.281	0.159	1	"4"	"EBNA1BP2"
"FAM213B"	0.00139582629400819	0.492353517889575	0.24	0.125	1	"4"	"FAM213B"
"FEN1"	0.00140176578942428	0.369428277355798	0.208	0.102	1	"4"	"FEN1"
"RHBDD3"	0.00140183936845752	0.329695909331604	0.198	0.093	1	"4"	"RHBDD3"
"SEC24A"	0.00141100936965747	0.382527230994824	0.271	0.15	1	"4"	"SEC24A"
"APRT"	0.00143707266618279	0.366471511661746	0.792	0.659	1	"4"	"APRT"
"NOP101"	0.00143930755039421	0.308098542508085	0.792	0.642	1	"4"	"NOP10"
"MIEN1"	0.00144409888446008	0.272974802013718	0.594	0.411	1	"4"	"MIEN1"
"PLEKHG1"	0.00145472872269104	0.394751873927317	0.198	0.095	1	"4"	"PLEKHG1"
"ME21"	0.00145864589734276	0.390212012754474	0.302	0.175	1	"4"	"ME2"
"LINC01281"	0.00146314972256643	0.910234793856178	0.156	0.071	1	"4"	"LINC01281"
"URB1"	0.00147855697965627	0.442717877278366	0.115	0.044	1	"4"	"URB1"
"NUBP1"	0.00148987772570978	0.282048517305051	0.281	0.152	1	"4"	"NUBP1"
"DNAJA2"	0.00150374243073798	0.309545289028982	0.667	0.5	1	"4"	"DNAJA2"
"POP4"	0.0015109354730934	0.254898696113255	0.417	0.255	1	"4"	"POP4"
"GNA151"	0.00152333725524386	0.770682239597292	0.26	0.147	1	"4"	"GNA15"
"CD200"	0.001524021262197	1.38768466309805	0.167	0.077	1	"4"	"CD200"
"CCNB2"	0.00154465709934472	1.17562968045905	0.104	0.039	1	"4"	"CCNB2"
"THOC6"	0.00158431090868356	0.457629771037551	0.292	0.168	1	"4"	"THOC6"
"BAK1"	0.00158864244573498	0.272931964109814	0.427	0.269	1	"4"	"BAK1"
"CD801"	0.00159009544062515	0.528180457253099	0.198	0.098	1	"4"	"CD80"
"SF3B3"	0.00159716351534873	0.292464006097724	0.542	0.38	1	"4"	"SF3B3"
"EYA3"	0.00161199807448834	0.431871651328212	0.344	0.213	1	"4"	"EYA3"
"UBE2R2"	0.00162007660357981	0.339397407438496	0.271	0.151	1	"4"	"UBE2R2"
"ITPA"	0.00162366772215809	0.481539101389055	0.469	0.332	1	"4"	"ITPA"
"WDR36"	0.00163471989190456	0.45589157980331	0.354	0.218	1	"4"	"WDR36"
"MDFIC"	0.00166184823424557	0.353300592507169	0.51	0.349	1	"4"	"MDFIC"
"KIF3B"	0.00167752913765234	0.487417975751441	0.26	0.145	1	"4"	"KIF3B"
"PTMS1"	0.00168784316717412	0.384033329354338	0.156	0.07	1	"4"	"PTMS"
"CEP55"	0.00169231614630767	0.64132799175649	0.135	0.057	1	"4"	"CEP55"
"FAM166A"	0.00171677530725989	0.357061717297786	0.25	0.136	1	"4"	"FAM166A"
"UTP6"	0.00173145430438965	0.277093246744959	0.333	0.197	1	"4"	"UTP6"
"FH"	0.00173217357361442	0.405808150672314	0.25	0.134	1	"4"	"FH"
"PRSS53"	0.0017625292426873	0.307477673704418	0.375	0.224	1	"4"	"PRSS53"
