"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"names"
"TNFRSF14"	0.912076814710615	-0.0707847683034249	0.714	0.69	1	"TNFRSF14"
"TM7SF2"	0.912221488545766	-0.218375269384133	0.058	0.059	1	"TM7SF2"
"RBFOX2"	0.912223099657017	0.0927845268024523	0.008	0.007	1	"RBFOX2"
"MIR663AHG"	0.912223099657017	0.0071537026313564	0.008	0.007	1	"MIR663AHG"
"ZNF729"	0.912223099657017	-0.00131996406940349	0.008	0.007	1	"ZNF729"
"DCD"	0.912223099657017	-0.00971278740793569	0.008	0.007	1	"DCD"
"PEAR1"	0.912223099657017	-0.0129522699929145	0.008	0.007	1	"PEAR1"
"ADCY5"	0.912223099657017	-0.0322305851588114	0.008	0.007	1	"ADCY5"
"ARPP21"	0.912223099657017	-0.220589790304647	0.008	0.007	1	"ARPP21"
"LOC729506"	0.912223099657017	-0.279001941914896	0.008	0.007	1	"LOC729506"
"CALCB"	0.912223099657017	-0.450149405022881	0.008	0.007	1	"CALCB"
"FBXL2"	0.912223099657017	-0.741266520790981	0.008	0.007	1	"FBXL2"
"CENPM"	0.912595594390177	-0.0675758515025671	0.188	0.186	1	"CENPM"
"TUBD1"	0.912685208667875	-0.0596426531884846	0.188	0.193	1	"TUBD1"
"PIP4K2B"	0.9127900081861	-0.392542574275492	0.163	0.159	1	"PIP4K2B"
"SRRT"	0.912793008969754	-0.00650369212769575	0.366	0.379	1	"SRRT"
"NPIPB5"	0.912806801029041	0.0109869539423544	0.514	0.521	1	"NPIPB5"
"TNKS2"	0.912809443496445	-0.22038350442805	0.371	0.359	1	"TNKS2"
"RAF1"	0.912909662207121	-0.183716315606312	0.523	0.531	1	"RAF1"
"MIR1-2"	0.913599953994709	-0.112809963257335	0.008	0.007	1	"MIR1-2"
"PROZ"	0.913599953994709	-0.222139791845563	0.008	0.007	1	"PROZ"
"FLJ37201"	0.913599953994709	-0.275209848447659	0.008	0.007	1	"FLJ37201"
"DIO1"	0.913599953994709	-0.645117051603706	0.008	0.007	1	"DIO1"
"DEPTOR"	0.913599953994709	-0.666406807098343	0.008	0.007	1	"DEPTOR"
"AGAP5"	0.913615183604449	-0.621473650285632	0.181	0.179	1	"AGAP5"
"PDCD6IP"	0.913683141817246	-0.165955574844099	0.593	0.59	1	"PDCD6IP"
"HDAC4"	0.913779024112872	-0.397017769419534	0.324	0.3	1	"HDAC4"
"KIAA1586"	0.913848071114181	-0.0566128855118335	0.213	0.217	1	"KIAA1586"
"RBM41"	0.914540000694818	-0.462403897853121	0.216	0.207	1	"RBM41"
"ATAD3A"	0.914542213228594	-0.467558417327317	0.096	0.093	1	"ATAD3A"
"CREBRF"	0.914646073396783	-0.127680090966175	0.419	0.421	1	"CREBRF"
"SLC26A2"	0.914784527363199	-0.631417095874425	0.097	0.097	1	"SLC26A2"
"ADGRV1"	0.91483007198086	0.294186208272492	0.018	0.017	1	"ADGRV1"
"EFNB2"	0.914977067690272	-0.0844547187838653	0.008	0.007	1	"EFNB2"
"ZNF418"	0.914977067690272	-0.377929136890804	0.008	0.007	1	"ZNF418"
"LINC00907"	0.914977067690272	-0.460207057627434	0.008	0.007	1	"LINC00907"
"PRSS16"	0.914977067690272	-0.46294986798668	0.008	0.007	1	"PRSS16"
"CDC42BPG"	0.914977067690272	-0.867184260216123	0.008	0.007	1	"CDC42BPG"
"C2orf50"	0.914977067690272	-0.965183844980365	0.008	0.007	1	"C2orf50"
"SLC22A2"	0.914977067690272	-0.994472729243982	0.008	0.007	1	"SLC22A2"
"SLC30A8"	0.914977067690272	-1.21189720482878	0.008	0.007	1	"SLC30A8"
"BUB1B"	0.91504630333595	-0.833299402733802	0.036	0.034	1	"BUB1B"
"CRY2"	0.915143228387582	-0.304727696943657	0.187	0.19	1	"CRY2"
"TOR1B"	0.915412049499978	-0.260666862061756	0.225	0.224	1	"TOR1B"
"RNF144B"	0.915691988551202	-0.0957761211130763	0.029	0.028	1	"RNF144B"
"ABCD4"	0.915762498744854	0.028540735127894	0.299	0.297	1	"ABCD4"
"KIAA0753"	0.915955954025078	-0.128703346388328	0.078	0.076	1	"KIAA0753"
"MIR423"	0.915969544329	-0.199718229143626	0.02	0.021	1	"MIR423"
"NPHP3-AS1"	0.916155049155381	-0.0497570025997134	0.061	0.059	1	"NPHP3-AS1"
"SETD4"	0.91616653279259	0.00136322377535847	0.125	0.124	1	"SETD4"
"C15orf38-AP3S2"	0.916177615976381	-0.0937249698214033	0.21	0.207	1	"C15orf38-AP3S2"
"PCBD1"	0.916203985377909	-0.109676560344393	0.15	0.152	1	"PCBD1"
"DECR2"	0.916400828243629	-0.154335463428056	0.029	0.028	1	"DECR2"
"DPPA3"	0.916754108564985	-0.00189244407191769	0.003	0.003	1	"DPPA3"
"MISP"	0.916754108564985	-0.0021042415746928	0.003	0.003	1	"MISP"
"MFAP5"	0.916754108564985	-0.00221645303738072	0.003	0.003	1	"MFAP5"
"C1orf229"	0.916754108564985	-0.00226133698560638	0.003	0.003	1	"C1orf229"
"PNPLA1"	0.916754108564985	-0.00229254579888316	0.003	0.003	1	"PNPLA1"
"KLK13"	0.916754108564985	-0.00242686911899614	0.003	0.003	1	"KLK13"
"CXorf36"	0.916754108564985	-0.00270026424541836	0.003	0.003	1	"CXorf36"
"LOC643802"	0.916754108564985	-0.00284347692160658	0.003	0.003	1	"LOC643802"
"FBLL1"	0.916754108564985	-0.00385395423289303	0.003	0.003	1	"FBLL1"
"MUC22"	0.916754108564985	-0.00399289635143418	0.003	0.003	1	"MUC22"
"LINC01015"	0.916754108564985	-0.00415563631631244	0.003	0.003	1	"LINC01015"
"DBIL5P2"	0.916754108564985	-0.00439557174883909	0.003	0.003	1	"DBIL5P2"
"LINC00643"	0.916754108564985	-0.00442968757225515	0.003	0.003	1	"LINC00643"
"ZMYND15"	0.916754108564985	-0.00558671155176693	0.003	0.003	1	"ZMYND15"
"MMP26"	0.916754108564985	-0.00768470880534977	0.003	0.003	1	"MMP26"
"GAGE1"	0.916754108564985	-0.00809288146681819	0.003	0.003	1	"GAGE1"
"LGALS14"	0.916754108564985	-0.00828969996822426	0.003	0.003	1	"LGALS14"
"TCF21"	0.916754108564985	-0.00834947670806496	0.003	0.003	1	"TCF21"
"FABP2"	0.916754108564985	-0.00895013660680721	0.003	0.003	1	"FABP2"
"SULF1"	0.916754108564985	-0.0126529133332403	0.003	0.003	1	"SULF1"
"F13B"	0.916754108564985	-0.019717371065533	0.003	0.003	1	"F13B"
"PDZD9"	0.916754108564985	-0.0237297955573368	0.003	0.003	1	"PDZD9"
"FAM159B"	0.916754108564985	-0.0253788394197549	0.003	0.003	1	"FAM159B"
"CAPN6"	0.916754108564985	-0.0254627938401697	0.003	0.003	1	"CAPN6"
"NRON"	0.916754108564985	-0.0265024175382438	0.003	0.003	1	"NRON"
"KIF17"	0.916754108564985	-0.0266054075882378	0.003	0.003	1	"KIF17"
"FAM170B-AS1"	0.916754108564985	-0.0276131265031374	0.003	0.003	1	"FAM170B-AS1"
"AKAP14"	0.916754108564985	-0.0320535080088433	0.003	0.003	1	"AKAP14"
"SERTM1"	0.916754108564985	-0.0325259292772175	0.003	0.003	1	"SERTM1"
"ADAM7"	0.916754108564985	-0.0331279539066465	0.003	0.003	1	"ADAM7"
"RGL3"	0.916754108564985	-0.0352720233100179	0.003	0.003	1	"RGL3"
"CADPS"	0.916754108564985	-0.0363411707043095	0.003	0.003	1	"CADPS"
"HLX"	0.916754108564985	-0.0376929114968725	0.003	0.003	1	"HLX"
"UPK1A-AS1"	0.916754108564985	-0.039397285446916	0.003	0.003	1	"UPK1A-AS1"
"KRTAP5-7"	0.916754108564985	-0.039494193719678	0.003	0.003	1	"KRTAP5-7"
"TYR"	0.916754108564985	-0.0398031800391578	0.003	0.003	1	"TYR"
"SCARNA6"	0.916754108564985	-0.0533566443177715	0.003	0.003	1	"SCARNA6"
"OR7E5P"	0.916754108564985	-0.0553762757051528	0.003	0.003	1	"OR7E5P"
"MRAS"	0.916754108564985	-0.0598103738761075	0.003	0.003	1	"MRAS"
"ACTL9"	0.916754108564985	-0.0635573640139606	0.003	0.003	1	"ACTL9"
"PCAT18"	0.916754108564985	-0.0648242287824328	0.003	0.003	1	"PCAT18"
"RTN1"	0.916754108564985	-0.0701594489982007	0.003	0.003	1	"RTN1"
"IQCD"	0.916754108564985	-0.072693833081936	0.003	0.003	1	"IQCD"
"ANKRD30A"	0.916754108564985	-0.0737898023037387	0.003	0.003	1	"ANKRD30A"
"TFAP2C"	0.916754108564985	-0.076190052727994	0.003	0.003	1	"TFAP2C"
"PODN"	0.916754108564985	-0.0773779976146898	0.003	0.003	1	"PODN"
"C2orf71"	0.916754108564985	-0.0854780288470147	0.003	0.003	1	"C2orf71"
"IGFBPL1"	0.916754108564985	-0.088932608009654	0.003	0.003	1	"IGFBPL1"
"GDA"	0.916754108564985	-0.0905087737771062	0.003	0.003	1	"GDA"
"PGF"	0.916754108564985	-0.0946009519264663	0.003	0.003	1	"PGF"
"IHH"	0.916754108564985	-0.105765223796175	0.003	0.003	1	"IHH"
"LOC100129046"	0.916754108564985	-0.109258337128558	0.003	0.003	1	"LOC100129046"
"PRDM12"	0.916754108564985	-0.110043773879503	0.003	0.003	1	"PRDM12"
"P4HA3"	0.916754108564985	-0.111313822454665	0.003	0.003	1	"P4HA3"
"MPP3"	0.916754108564985	-0.117823597816883	0.003	0.003	1	"MPP3"
"OIT3"	0.916754108564985	-0.120614745483352	0.003	0.003	1	"OIT3"
"MIR3130-1"	0.916754108564985	-0.161723529243768	0.003	0.003	1	"MIR3130-1"
"MIR3130-2"	0.916754108564985	-0.161723529243768	0.003	0.003	1	"MIR3130-2"
"DEFB108B"	0.916754108564985	-0.162749442750711	0.003	0.003	1	"DEFB108B"
"MIR553"	0.916754108564985	-0.166858870464636	0.003	0.003	1	"MIR553"
"LCN12"	0.916754108564985	-0.172799172664485	0.003	0.003	1	"LCN12"
"SORCS2"	0.916754108564985	-0.174238261072344	0.003	0.003	1	"SORCS2"
"MRPL23-AS1"	0.916754108564985	-0.182771721899998	0.003	0.003	1	"MRPL23-AS1"
"LINC01539"	0.916754108564985	-0.186414588346593	0.003	0.003	1	"LINC01539"
"TPSB2"	0.916754108564985	-0.190562753614667	0.003	0.003	1	"TPSB2"
"FAXC"	0.916754108564985	-0.195761142171579	0.003	0.003	1	"FAXC"
"NXPH4"	0.916754108564985	-0.215600786322872	0.003	0.003	1	"NXPH4"
"RGS22"	0.916754108564985	-0.228289165518198	0.003	0.003	1	"RGS22"
"CLEC4G"	0.916754108564985	-0.234736021982065	0.003	0.003	1	"CLEC4G"
"WNT5B"	0.916754108564985	-0.245446184536479	0.003	0.003	1	"WNT5B"
"CTAG2"	0.916754108564985	-0.259858324938959	0.003	0.003	1	"CTAG2"
"SLCO1A2"	0.916754108564985	-0.28836714143903	0.003	0.003	1	"SLCO1A2"
"ACKR2"	0.916754108564985	-0.324795631741576	0.003	0.003	1	"ACKR2"
"LOC100506274"	0.916754108564985	-0.32973566103916	0.003	0.003	1	"LOC100506274"
"LRRC2-AS1"	0.916754108564985	-0.385651361387783	0.003	0.003	1	"LRRC2-AS1"
"PAGE2B"	0.916754108564985	-0.396252815840247	0.003	0.003	1	"PAGE2B"
"LINC00398"	0.916754108564985	-0.412037080114531	0.003	0.003	1	"LINC00398"
"GRK7"	0.916754108564985	-0.443570242729329	0.003	0.003	1	"GRK7"
"CA1"	0.916754108564985	-0.481632869516586	0.003	0.003	1	"CA1"
"ID4"	0.916754108564985	-0.49578666789584	0.003	0.003	1	"ID4"
"MEIS1-AS3"	0.916754108564985	-0.49792099578103	0.003	0.003	1	"MEIS1-AS3"
"ABCG8"	0.916754108564985	-0.505889504734402	0.003	0.003	1	"ABCG8"
"SGIP1"	0.916754108564985	-0.528634361904287	0.003	0.003	1	"SGIP1"
"UROC1"	0.916754108564985	-0.547702188757241	0.003	0.003	1	"UROC1"
"C2orf66"	0.916754108564985	-0.569796009892545	0.003	0.003	1	"C2orf66"
"CD180"	0.916754108564985	-0.622043221566487	0.003	0.003	1	"CD180"
"RBFADN"	0.916754108564985	-0.633977733557425	0.003	0.003	1	"RBFADN"
"DOK5"	0.916754108564985	-0.645131382203314	0.003	0.003	1	"DOK5"
"CLCA3P"	0.916754108564985	-0.721788055067	0.003	0.003	1	"CLCA3P"
"KLHL7-AS1"	0.916754108564985	-0.773614528810946	0.003	0.003	1	"KLHL7-AS1"
"EBF3"	0.916754108564985	-0.803975631704594	0.003	0.003	1	"EBF3"
"PCDHB18P"	0.916754108564985	-0.836429543769115	0.003	0.003	1	"PCDHB18P"
"OSCP1"	0.916754108564985	-0.890494269674539	0.003	0.003	1	"OSCP1"
"SERTAD4"	0.916754108564985	-1.03576205947298	0.003	0.003	1	"SERTAD4"
"KCTD15"	0.916754108564985	-1.40467087241719	0.003	0.003	1	"KCTD15"
"LRRN4"	0.916754108564985	-1.4961694698489	0.003	0.003	1	"LRRN4"
"IFT140"	0.916758623504954	0.74480660075281	0.105	0.103	1	"IFT140"
"COX18"	0.916774192171596	-0.0884404280971829	0.134	0.131	1	"COX18"
"NAV2"	0.916810989106702	-0.395049266215219	0.02	0.021	1	"NAV2"
"ITPK1-AS1"	0.916810989106702	-0.979348282083665	0.02	0.021	1	"ITPK1-AS1"
"BPNT1"	0.91705581187485	-0.198429485320681	0.134	0.134	1	"BPNT1"
"FMO5"	0.917109734409507	-0.409584080989132	0.029	0.028	1	"FMO5"
"TRIM6"	0.917109734409507	-0.442457921584158	0.029	0.028	1	"TRIM6"
"CREB3L4"	0.918128534170195	0.124633382754901	0.085	0.083	1	"CREB3L4"
"MIR4446"	0.918384658111618	-0.130515798312705	0.018	0.017	1	"MIR4446"
"C1orf204"	0.918384658111618	-0.691910958575192	0.018	0.017	1	"C1orf204"
"LOC100506472"	0.918420528162475	-0.146890364433436	0.04	0.038	1	"LOC100506472"
"GSDMD"	0.918510295413954	-0.0584269626122514	0.646	0.624	1	"GSDMD"
"PKNOX1"	0.9185187767638	0.181694688815276	0.146	0.148	1	"PKNOX1"
"NF1"	0.918536668363476	-0.311507448516599	0.375	0.369	1	"NF1"
"LIPA"	0.918797172287739	-0.028836535276087	0.45	0.466	1	"LIPA"
"KMT5A"	0.918828972904421	-0.128763764464105	0.14	0.134	1	"KMT5A"
"GPATCH1"	0.918851509329646	-0.115695667943744	0.143	0.141	1	"GPATCH1"
"CTSLP8"	0.918854223769191	0.668625498814029	0.003	0.003	1	"CTSLP8"
"SDC1"	0.918854223769191	0.430236091832729	0.003	0.003	1	"SDC1"
"TTC23"	0.918854223769191	0.38938134377247	0.003	0.003	1	"TTC23"
"OR6C70"	0.918854223769191	0.384381778975906	0.003	0.003	1	"OR6C70"
"ARSE"	0.918854223769191	0.371359968532645	0.003	0.003	1	"ARSE"
"B3GALT5"	0.918854223769191	0.288001656201498	0.003	0.003	1	"B3GALT5"
"C20orf202"	0.918854223769191	0.274514170444039	0.003	0.003	1	"C20orf202"
"KRT37"	0.918854223769191	0.265316952126554	0.003	0.003	1	"KRT37"
"ADAM5"	0.918854223769191	0.248218875929169	0.003	0.003	1	"ADAM5"
"C16orf90"	0.918854223769191	0.233600017991416	0.003	0.003	1	"C16orf90"
"ADORA1"	0.918854223769191	0.227972586179241	0.003	0.003	1	"ADORA1"
"FCGR1A"	0.918854223769191	0.20754118787776	0.003	0.003	1	"FCGR1A"
"LIPJ"	0.918854223769191	0.180410410106597	0.003	0.003	1	"LIPJ"
"SPRR1A"	0.918854223769191	0.158836311633147	0.003	0.003	1	"SPRR1A"
"BFSP1"	0.918854223769191	0.142126062217034	0.003	0.003	1	"BFSP1"
"CYP4Z2P"	0.918854223769191	0.141035223726639	0.003	0.003	1	"CYP4Z2P"
"TRABD2B"	0.918854223769191	0.124759192348392	0.003	0.003	1	"TRABD2B"
"GABRA1"	0.918854223769191	0.118415795882584	0.003	0.003	1	"GABRA1"
"SPOCK1"	0.918854223769191	0.111807661814009	0.003	0.003	1	"SPOCK1"
"ZNF648"	0.918854223769191	0.107034981870184	0.003	0.003	1	"ZNF648"
"GUCY2F"	0.918854223769191	0.103897262183088	0.003	0.003	1	"GUCY2F"
"ZBED3-AS1"	0.918854223769191	0.100662748061015	0.003	0.003	1	"ZBED3-AS1"
"ACHE"	0.918854223769191	0.0925115396502321	0.003	0.003	1	"ACHE"
"GAREM1"	0.918854223769191	0.0902119317206926	0.003	0.003	1	"GAREM1"
"EFHD1"	0.918854223769191	0.0772781285329245	0.003	0.003	1	"EFHD1"
"CD300LB"	0.918854223769191	0.076582475632871	0.003	0.003	1	"CD300LB"
"PROSER2-AS1"	0.918854223769191	0.0755764882247814	0.003	0.003	1	"PROSER2-AS1"
"ESM1"	0.918854223769191	0.0754213107196469	0.003	0.003	1	"ESM1"
"CASC8"	0.918854223769191	0.0698850110927216	0.003	0.003	1	"CASC8"
"CBLC"	0.918854223769191	0.0693633908761031	0.003	0.003	1	"CBLC"
"PLAC1"	0.918854223769191	0.0674883841353333	0.003	0.003	1	"PLAC1"
"TTTY10"	0.918854223769191	0.0626704978249704	0.003	0.003	1	"TTTY10"
"RBP7"	0.918854223769191	0.0591821442475116	0.003	0.003	1	"RBP7"
"SLC9A2"	0.918854223769191	0.0581720459882629	0.003	0.003	1	"SLC9A2"
"CRISP3"	0.918854223769191	0.0580843853584376	0.003	0.003	1	"CRISP3"
"OR2AG2"	0.918854223769191	0.0360468178322941	0.003	0.003	1	"OR2AG2"
"CACHD1"	0.918854223769191	0.0319137919554722	0.003	0.003	1	"CACHD1"
"IDO2"	0.918854223769191	0.0295769441678955	0.003	0.003	1	"IDO2"
"CAPN13"	0.918854223769191	0.0280793726553279	0.003	0.003	1	"CAPN13"
"EMCN"	0.918854223769191	0.0274127635738068	0.003	0.003	1	"EMCN"
"STMN4"	0.918854223769191	0.0266030594924338	0.003	0.003	1	"STMN4"
"GADL1"	0.918854223769191	0.0236780105147849	0.003	0.003	1	"GADL1"
"GPC5"	0.918854223769191	0.0186793081349554	0.003	0.003	1	"GPC5"
"LINC00602"	0.918854223769191	0.0176027610635732	0.003	0.003	1	"LINC00602"
"DMRTA2"	0.918854223769191	0.0147345407168666	0.003	0.003	1	"DMRTA2"
"PACRG"	0.918854223769191	0.0135008920553208	0.003	0.003	1	"PACRG"
"BPIFB6"	0.918854223769191	0.010620725216353	0.003	0.003	1	"BPIFB6"
"GPR78"	0.918854223769191	0.0100948711888114	0.003	0.003	1	"GPR78"
"LRRN2"	0.918854223769191	0.00854914104311089	0.003	0.003	1	"LRRN2"
"BHLHE41"	0.918854223769191	0.00823616862469745	0.003	0.003	1	"BHLHE41"
"MIR942"	0.918854223769191	0.0081345131280699	0.003	0.003	1	"MIR942"
"CYR61"	0.918854223769191	0.00683817947681398	0.003	0.003	1	"CYR61"
"LILRA5"	0.918854223769191	0.00528793468728672	0.003	0.003	1	"LILRA5"
"SLC19A3"	0.918854223769191	0.00518371381466576	0.003	0.003	1	"SLC19A3"
"ACSM4"	0.918854223769191	0.00460406113144618	0.003	0.003	1	"ACSM4"
"PCDHA9"	0.918854223769191	0.00425368738604703	0.003	0.003	1	"PCDHA9"
"SEMA3C"	0.918854223769191	0.00374307761324211	0.003	0.003	1	"SEMA3C"
"ZNF556"	0.918854223769191	0.00330227689947904	0.003	0.003	1	"ZNF556"
"NUTM2F"	0.918854223769191	0.00297443767460148	0.003	0.003	1	"NUTM2F"
"GPR179"	0.918854223769191	0.00256606412429772	0.003	0.003	1	"GPR179"
"PIH1D3"	0.918854223769191	0.00243960376832852	0.003	0.003	1	"PIH1D3"
"SNORD88A"	0.918854223769191	0.00204582344658633	0.003	0.003	1	"SNORD88A"
"KIAA0319"	0.918854223769191	0.00160661773934834	0.003	0.003	1	"KIAA0319"
"FLJ46284"	0.918854223769191	0.00153548045426444	0.003	0.003	1	"FLJ46284"
"ARHGEF15"	0.918854223769191	0.00130964859784566	0.003	0.003	1	"ARHGEF15"
"LINC01020"	0.918854223769191	0.00127362814863297	0.003	0.003	1	"LINC01020"
"CECR3"	0.918854223769191	0.00121431322475107	0.003	0.003	1	"CECR3"
"SPACA4"	0.918854223769191	0.000497623559969185	0.003	0.003	1	"SPACA4"
"TMEM130"	0.918854223769191	0.000191745876349181	0.003	0.003	1	"TMEM130"
"PRR35"	0.918854223769191	5.37248638812216e-05	0.003	0.003	1	"PRR35"
"ADAMTSL2"	0.918854223769191	-0.000249083695216257	0.003	0.003	1	"ADAMTSL2"
"DUXA"	0.918854223769191	-0.000565304075105466	0.003	0.003	1	"DUXA"
"EGFL7"	0.918854223769191	-0.000577074525609511	0.003	0.003	1	"EGFL7"
"RASL10B"	0.918854223769191	-0.000774602588405671	0.003	0.003	1	"RASL10B"
"FAM72B"	0.918854223769191	-0.000951858117672622	0.003	0.003	1	"FAM72B"
"FLJ36000"	0.918854223769191	-0.00115280951700658	0.003	0.003	1	"FLJ36000"
"SLC36A2"	0.918854223769191	-0.00132212879327742	0.003	0.003	1	"SLC36A2"
"DUX4L8"	0.918854223769191	-0.00139046625370742	0.003	0.003	1	"DUX4L8"
"TMPRSS15"	0.918854223769191	-0.00162410073808594	0.003	0.003	1	"TMPRSS15"
"LINC00960"	0.918854223769191	-0.00208159879472891	0.003	0.003	1	"LINC00960"
"PRAMEF8"	0.918854223769191	-0.00211234410090011	0.003	0.003	1	"PRAMEF8"
"GABRR1"	0.918854223769191	-0.0021284296556745	0.003	0.003	1	"GABRR1"
"KRT38"	0.918854223769191	-0.00358927574163559	0.003	0.003	1	"KRT38"
"LHX1"	0.918854223769191	-0.0038130415888924	0.003	0.003	1	"LHX1"
"SLC22A9"	0.918854223769191	-0.00401953731768856	0.003	0.003	1	"SLC22A9"
"NYAP1"	0.918854223769191	-0.0101818707487817	0.003	0.003	1	"NYAP1"
"MIR4513"	0.918854223769191	-0.0104374065404444	0.003	0.003	1	"MIR4513"
"SNORA38"	0.918854223769191	-0.0105623710819049	0.003	0.003	1	"SNORA38"
"ANKRD61"	0.918854223769191	-0.0142911617544472	0.003	0.003	1	"ANKRD61"
"SNORD12"	0.918854223769191	-0.0191767446829596	0.003	0.003	1	"SNORD12"
"MYBPC3"	0.918854223769191	-0.0242474030831064	0.003	0.003	1	"MYBPC3"
"HORMAD1"	0.918854223769191	-0.026821557071453	0.003	0.003	1	"HORMAD1"
"CDH5"	0.918854223769191	-0.0356495663238627	0.003	0.003	1	"CDH5"
"MIR4655"	0.918854223769191	-0.0377487981974864	0.003	0.003	1	"MIR4655"
"EPHA6"	0.918854223769191	-0.0398731712988711	0.003	0.003	1	"EPHA6"
"MIR4284"	0.918854223769191	-0.0414228318464769	0.003	0.003	1	"MIR4284"
"SMCO3"	0.918854223769191	-0.0688720511411205	0.003	0.003	1	"SMCO3"
"GRIA3"	0.918854223769191	-0.197077625246565	0.003	0.003	1	"GRIA3"
"B3GAT3"	0.918928591500656	-0.0689355021046782	0.394	0.393	1	"B3GAT3"
"MBTPS1"	0.918936882723657	-0.154026225359559	0.486	0.466	1	"MBTPS1"
"CC2D2B"	0.918962717198801	0.260279422447109	0.046	0.045	1	"CC2D2B"
"AGGF1"	0.919217360356837	-0.0583290702088567	0.334	0.331	1	"AGGF1"
"FAM110C"	0.919335878930621	-0.285491221651655	0.02	0.021	1	"FAM110C"
"RIMKLB"	0.919335878930621	-0.351320470800198	0.02	0.021	1	"RIMKLB"
"ARMCX5-GPRASP2"	0.919406474325447	-0.539206668880657	0.131	0.128	1	"ARMCX5-GPRASP2"
"SGPL1"	0.919558879305041	-0.26527534806499	0.245	0.241	1	"SGPL1"
"NUDT15"	0.919688571364531	0.359709236718246	0.16	0.159	1	"NUDT15"
"MT1L"	0.919714618547337	0.112125675719231	0.09	0.086	1	"MT1L"
"ACLY"	0.919726052057163	-0.204031467043838	0.474	0.448	1	"ACLY"
"ARHGEF26"	0.919853237042911	0.150116347615048	0.056	0.059	1	"ARHGEF26"
"POMT2"	0.919946012613635	-0.237420899798283	0.029	0.028	1	"POMT2"
"PAPPA"	0.919946012613635	-0.430186009281399	0.029	0.028	1	"PAPPA"
"AP5S1"	0.920064128867306	0.444260000925438	0.132	0.134	1	"AP5S1"
"CDK8"	0.920075593605182	0.048591252623392	0.064	0.062	1	"CDK8"
"NOC4L"	0.920109859263763	-0.0861082278714764	0.17	0.172	1	"NOC4L"
"LOX"	0.920162567574585	-0.616332949635026	0.018	0.017	1	"LOX"
"SLC6A16"	0.920177690914217	-0.384462670371876	0.02	0.021	1	"SLC6A16"
"APOBEC2"	0.920212906694283	0.378093906913161	0.032	0.031	1	"APOBEC2"
"FERMT3"	0.920247170164709	-0.0664625145024291	0.789	0.776	1	"FERMT3"
"UTP14C"	0.920382772627541	-0.316130706722066	0.31	0.303	1	"UTP14C"
"NAT9"	0.920858757611851	-0.204261987845633	0.179	0.176	1	"NAT9"
"TMEM155"	0.920954905204679	1.2399572950647	0.003	0.003	1	"TMEM155"
"MAPT-IT1"	0.920954905204679	0.685453475434464	0.003	0.003	1	"MAPT-IT1"
"AGXT2"	0.920954905204679	0.621968827127226	0.003	0.003	1	"AGXT2"
"FLJ33360"	0.920954905204679	0.562334114569577	0.003	0.003	1	"FLJ33360"
"CRP"	0.920954905204679	0.508388167719682	0.003	0.003	1	"CRP"
"CNGA1"	0.920954905204679	0.487998871232854	0.003	0.003	1	"CNGA1"
"NLGN1"	0.920954905204679	0.458033966136445	0.003	0.003	1	"NLGN1"
"RAET1E-AS1"	0.920954905204679	0.392138930940643	0.003	0.003	1	"RAET1E-AS1"
"SNORD4B"	0.920954905204679	0.379945424376439	0.003	0.003	1	"SNORD4B"
"KRT6B"	0.920954905204679	0.370130688958427	0.003	0.003	1	"KRT6B"
"PKIB"	0.920954905204679	0.35872574127853	0.003	0.003	1	"PKIB"
"DNASE1L3"	0.920954905204679	0.351178965406628	0.003	0.003	1	"DNASE1L3"
"SLC5A11"	0.920954905204679	0.319806270237317	0.003	0.003	1	"SLC5A11"
"HSPA4L"	0.920954905204679	0.285241613128949	0.003	0.003	1	"HSPA4L"
"ANKRD18DP"	0.920954905204679	0.27914870284184	0.003	0.003	1	"ANKRD18DP"
"GABRE"	0.920954905204679	0.265193193685105	0.003	0.003	1	"GABRE"
"HMX2"	0.920954905204679	0.265075720354076	0.003	0.003	1	"HMX2"
"LCE2B"	0.920954905204679	0.246877361069433	0.003	0.003	1	"LCE2B"
"RASSF6"	0.920954905204679	0.246651092099929	0.003	0.003	1	"RASSF6"
"LINC01342"	0.920954905204679	0.246260272228362	0.003	0.003	1	"LINC01342"
"CA12"	0.920954905204679	0.230481856756448	0.003	0.003	1	"CA12"
"KL"	0.920954905204679	0.222800643351851	0.003	0.003	1	"KL"
"TBC1D16"	0.920954905204679	0.211550484302731	0.003	0.003	1	"TBC1D16"
"FSTL5"	0.920954905204679	0.210002199494385	0.003	0.003	1	"FSTL5"
"CTSG"	0.920954905204679	0.204062816456942	0.003	0.003	1	"CTSG"
"DUSP27"	0.920954905204679	0.196173939584848	0.003	0.003	1	"DUSP27"
"CRABP2"	0.920954905204679	0.182978466523723	0.003	0.003	1	"CRABP2"
"PIFO"	0.920954905204679	0.177441040401292	0.003	0.003	1	"PIFO"
"TRIM67"	0.920954905204679	0.173416022048634	0.003	0.003	1	"TRIM67"
"RPS6KL1"	0.920954905204679	0.169636328269331	0.003	0.003	1	"RPS6KL1"
"ACTR3BP2"	0.920954905204679	0.145933071624062	0.003	0.003	1	"ACTR3BP2"
"SNORD111"	0.920954905204679	0.140447912311079	0.003	0.003	1	"SNORD111"
"ARHGEF37"	0.920954905204679	0.140357046128082	0.003	0.003	1	"ARHGEF37"
